10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
10, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 510, 51, 2, 5
